CUI1|CUI2
C0027051|C0700548
C0027051|C0700579
C0027051|C0700606
C0027051|C0724579
C0027051|C0724633
C0027051|C0724707
C0027051|C0770546
C0027051|C0771246
C0027051|C0795668
C0027051|C0872913
C0027051|C0982121
C0027051|C0982192
C0027051|C1445698
C0027051|C1815010
C0027051|C2827257
C0027051|C2974521
C0027051|C2983887
C0027051|C3818693
C0027055|C0724601
C0027055|C0770201
C0027055|C0795635
C0027055|C0982226
C0027121|C0007248
C0027121|C0008280
C0027121|C0008296
C0027121|C0025659
C0027121|C0029309
C0027121|C0029310
C0027121|C0055467
C0027121|C0056732
C0027121|C0125988
C0027121|C0146011
C0027121|C0163055
C0027121|C0699481
C0027121|C0771735
C0027145|C0040123
C0027145|C0040134
C0027145|C0040165
C0027145|C0041014
C0027145|C0079691
C0027145|C0546882
C0027145|C1118156
C0027145|C3538368
C0027404|C0002658
C0027404|C0011810
C0027404|C0011812
C0027404|C0025611
C0027404|C0025810
C0027404|C0030800
C0027404|C0066677
C0027404|C0282051
C0027404|C0282233
C0027404|C0700545
C0027404|C0724524
C0027404|C0724568
C0027404|C1331034
C0027404|C1601983
C0027412|C0025605
C0027412|C0027358
C0027412|C0027360
C0027412|C0068377
C0027412|C0282232
C0027412|C0355800
C0027412|C0546860
C0027412|C0700549
C0027412|C0721688
C0027412|C0771297
C0027412|C0772342
C0027412|C1653590
C0027429|C0078643
C0027429|C0134258
C0027497|C0004963
C0027497|C0005642
C0027497|C0008286
C0027497|C0010547
C0027497|C0011777
C0027497|C0011779
C0027497|C0012381
C0027497|C0012522
C0027497|C0020404
C0027497|C0022046
C0027497|C0031184
C0027497|C0033229
C0027497|C0033230
C0027497|C0033231
C0027497|C0033399
C0027497|C0033405
C0027497|C0039663
C0027497|C0039865
C0027497|C0040989
C0027497|C0053284
C0027497|C0053789
C0027497|C0053790
C0027497|C0053791
C0027497|C0053792
C0027497|C0054120
C0027497|C0057598
C0027497|C0057603
C0027497|C0058371
C0027497|C0068333
C0027497|C0070470
C0027497|C0077163
C0027497|C0106556
C0027497|C0109040
C0027497|C0113286
C0027497|C0145932
C0027497|C0164386
C0027497|C0242518
C0027497|C0282144
C0027497|C0304299
C0027497|C0304304
C0027497|C0304305
C0027497|C0304376
C0027497|C0304568
C0027497|C0355077
C0027497|C0546875
C0027497|C0546876
C0027497|C0600110
C0027497|C0600197
C0027497|C0700539
C0027497|C0770565
C0027497|C0770888
C0027497|C0770942
C0027497|C0771161
C0027497|C0771516
C0027497|C0772132
C0027497|C0772488
C0027497|C0982361
C0027497|C1178484
C0027497|C1658209
C0027497|C3273719
C0027497|C3273721
C0027528|C0001911
C0027540|C0031448
C0027540|C0733398
C0027577|C0010620
C0027577|C0354872
C0027577|C0771807
C0027583|C0031957
C0027583|C0071107
C0027583|C0137095
C0027583|C0207773
C0027583|C0892282
C0027583|C0892285
C0027583|C1145666
C0027627|C0025033
C0027627|C0123931
C0027627|C0594375
C0027627|C0600266
C0027627|C4524315
C0027627|C4740883
C0027651|C0125903
C0027658|C0079083
C0027659|C0982057
C0027661|C0002555
C0027661|C0076836
C0027661|C0117339
C0027697|C0024480
C0027697|C1572489
C0027697|C3255944
C0027697|C4741891
C0027708|C0010934
C0027708|C0013089
C0027708|C0042679
C0027708|C0042680
C0027708|C0546861
C0027708|C1522690
C0027726|C0001655
C0027726|C0004975
C0027726|C0006376
C0027726|C0008273
C0027726|C0008294
C0027726|C0010137
C0027726|C0010583
C0027726|C0014962
C0027726|C0014963
C0027726|C0016860
C0027726|C0020261
C0027726|C0020273
C0027726|C0021186
C0027726|C0025696
C0027726|C0025815
C0027726|C0025854
C0027726|C0032613
C0027726|C0032950
C0027726|C0032952
C0027726|C0040864
C0027726|C0040866
C0027726|C0040867
C0027726|C0040899
C0027726|C0053245
C0027726|C0056391
C0027726|C0056831
C0027726|C0066430
C0027726|C0071839
C0027726|C0071842
C0027726|C0071844
C0027726|C0076840
C0027726|C0077004
C0027726|C0138273
C0027726|C0138274
C0027726|C0164608
C0027726|C0174938
C0027726|C0304489
C0027726|C0600901
C0027726|C0700546
C0027726|C0724564
C0027726|C0889299
C0027726|C1880207
C0027726|C3818725
C0027796|C0006931
C0027796|C0009011
C0027796|C0770959
C0027796|C1095803
C0027819|C0008838
C0027819|C0010583
C0027819|C0010927
C0027819|C0010934
C0027819|C0013089
C0027819|C0015133
C0027819|C0022265
C0027819|C0025241
C0027819|C0042679
C0027819|C0042680
C0027819|C0059874
C0027819|C0281581
C0027819|C0546861
C0027819|C0724564
C0027819|C0771055
C0027819|C1522690
C0027819|C1880207
C0027819|C4733494
C0027831|C2980074
C0027831|C2987007
C0027849|C0006230
C0027849|C0010976
C0027849|C0010977
C0027849|C0546852
C0027854|C0025815
C0027854|C0066430
C0027854|C0174938
C0027854|C0600901
C0027854|C0700546
C0027873|C4519594
C0027873|C4726732
C0027873|C5384327
C0027873|C5399366
C0027877|C4475875
C0027927|C0033209
C0027947|C0002679
C0027947|C0007559
C0027947|C0008809
C0027947|C0042313
C0027947|C0055003
C0027947|C0064113
C0027947|C0066005
C0027947|C0085297
C0027947|C0205992
C0027947|C0210630
C0027947|C0216231
C0027947|C0282104
C0027947|C0338196
C0027947|C0724548
C0027947|C0770649
C0027947|C0771046
C0027947|C0771284
C0027947|C1136535
C0027947|C1145701
C0027947|C1881787
C0027947|C2983899
C0027947|C3542463
C0027947|C3892863
C0027947|C4703816
C0027947|C4721554
C0027947|C4735048
C0027947|C5211091
C0027947|C5389885
C0028077|C0009213
C0028077|C0042839
C0028077|C0073109
C0028077|C0073115
C0028077|C4291322
C0028242|C0038675
C0028242|C0038689
C0028242|C0038745
C0028242|C0038746
C0028242|C0081437
C0028242|C0723509
C0028326|C0169964
C0028326|C1273043
C0028326|C1273044
C0028715|C0000392
C0028715|C0001407
C0028715|C0001465
C0028715|C0001898
C0028715|C0004015
C0028715|C0007258
C0028715|C0008574
C0028715|C0009975
C0028715|C0017890
C0028715|C0024337
C0028715|C0024339
C0028715|C0024340
C0028715|C0026402
C0028715|C0041485
C0028715|C0051721
C0028715|C0054302
C0028715|C0056593
C0028715|C0056598
C0028715|C0596019
C0028715|C0949322
C0028715|C1648700
C0028715|C3265584
C0028715|C3495437
C0028715|C3832618
C0028734|C0016225
C0028734|C0546865
C0028754|C0005096
C0028754|C0011782
C0028754|C0011786
C0028754|C0012201
C0028754|C0015827
C0028754|C0024977
C0028754|C0025611
C0028754|C0031411
C0028754|C0031447
C0028754|C0031495
C0028754|C0070549
C0028754|C0074493
C0028754|C0076275
C0028754|C0142278
C0028754|C0148932
C0028754|C0282133
C0028754|C0282179
C0028754|C0282233
C0028754|C0282304
C0028754|C0546851
C0028754|C0600560
C0028754|C0700556
C0028754|C0724659
C0028754|C0724661
C0028754|C0724692
C0028754|C0960052
C0028754|C2350948
C0028754|C2697942
C0028754|C3872025
C0028754|C4276022
C0028768|C0008845
C0028768|C0009010
C0028768|C0016365
C0028768|C0070122
C0028768|C0074393
C0028768|C0078569
C0028768|C0085228
C0028768|C0282107
C0028768|C0600526
C0028768|C0700473
C0028768|C0724555
C0028768|C0733380
C0028768|C0771019
C0028768|C0771200
C0028768|C0886642
C0028768|C1365510
C0028768|C3495450
C0028840|C0024730
C0028840|C0041942
C0028840|C0048038
C0028840|C0301383
C0028840|C0304657
C0028840|C0527038
C0028840|C0876234
C0028840|C1171274
C0028840|C4300971
C0028840|C4535717
C0028840|C4535718
C0028887|C0034235
C0028887|C0034237
C0028887|C0034238
C0028961|C0024730
C0028961|C0301383
C0029001|C0022322
C0029002|C0163557
C0029106|C0001911
C0029106|C0032911
C0029134|C0001655
C0029134|C3818725
C0029291|C0011276
C0029291|C0013090
C0029291|C0017449
C0029291|C0026186
C0029291|C0026187
C0029291|C0030092
C0029291|C0039644
C0029291|C0058731
C0029291|C0282125
C0029291|C0282155
C0029291|C0282277
C0029291|C0521901
C0029291|C0546879
C0029291|C0700451
C0029291|C0771947
C0029291|C0772198
C0029291|C0887052
C0029291|C2698682
C0029291|C2699808
C0029347|C4688747
C0029348|C4688747
C0029396|C0015121
C0029396|C0037507
C0029396|C0086268
C0029396|C3255771
C0029401|C0006668
C0029401|C0073994
C0029408|C0004057
C0029408|C0008466
C0029408|C0012091
C0029408|C0012228
C0029408|C0015837
C0029408|C0016377
C0029408|C0017718
C0029408|C0017720
C0029408|C0020740
C0029408|C0021246
C0029408|C0022635
C0029408|C0025041
C0029408|C0027396
C0029408|C0031990
C0029408|C0038792
C0029408|C0040377
C0029408|C0050403
C0029408|C0054827
C0029408|C0055573
C0029408|C0059865
C0029408|C0064325
C0029408|C0068334
C0029408|C0069739
C0029408|C0071149
C0029408|C0074814
C0029408|C0083381
C0029408|C0086999
C0029408|C0087097
C0029408|C0209263
C0029408|C0282131
C0029408|C0304658
C0029408|C0538927
C0029408|C0546873
C0029408|C0700583
C0029408|C0762662
C0029408|C0771903
C0029408|C0813196
C0029408|C0887187
C0029408|C0887323
C0029408|C0913246
C0029408|C0981808
C0029408|C0982211
C0029408|C1289957
C0029408|C1509932
C0029408|C1709373
C0029408|C2983911
C0029408|C3255087
C0029408|C3255909
C0029408|C3473003
C0029408|C3505264
C0029408|C4237723
C0029408|C4237724
C0029434|C0006668
C0029434|C0073994
C0029443|C0008809
C0029443|C0009077
C0029443|C0012093
C0029443|C0027324
C0029443|C0029983
C0029443|C0037496
C0029443|C0037531
C0029443|C0037536
C0029443|C0053154
C0029443|C0282104
C0029443|C0771046
C0029443|C0887175
C0029443|C0887422
C0029443|C0982292
C0029454|C0021741
C0029456|C0008318
C0029456|C0015099
C0029456|C0016330
C0029456|C0037508
C0029456|C0304965
C0029456|C0724624
C0029456|C0993224
C0029456|C2713074
C0029458|C0006668
C0029458|C0006681
C0029458|C0006699
C0029458|C0006700
C0029458|C0006710
C0029458|C0006711
C0029458|C0043603
C0029458|C0061347
C0029458|C0070093
C0029458|C0073994
C0029458|C0102118
C0029458|C0108101
C0029458|C0108111
C0029458|C0108121
C0029458|C0108124
C0029458|C0166025
C0029458|C0207214
C0029458|C0244404
C0029458|C0246719
C0029458|C0356588
C0029458|C0376564
C0029458|C0379199
C0029458|C0379200
C0029458|C0618111
C0029458|C0700482
C0029458|C0717537
C0029458|C0771311
C0029458|C0771849
C0029458|C0772244
C0029458|C1657077
C0029458|C1690432
C0029458|C3256664
C0029458|C3500827
C0029458|C3500828
C0029458|C3661283
C0029458|C3714572
C0029458|C4042342
C0029458|C4316864
C0029458|C4741538
C0029458|C4765888
C0029463|C0008838
C0029463|C0013089
C0029463|C0025677
C0029463|C0079083
C0029463|C0546861
C0029463|C0949359
C0029463|C1522690
C0029878|C0000983
C0029878|C0001714
C0029878|C0005059
C0029878|C0008168
C0029878|C0008809
C0029878|C0016294
C0029878|C0028902
C0029878|C0032535
C0029878|C0051510
C0029878|C0055337
C0029878|C0055338
C0029878|C0055339
C0029878|C0060494
C0029878|C0109354
C0029878|C0282104
C0029878|C0771046
C0029878|C0887581
C0029878|C2825286
C0029882|C0002645
C0029882|C0003420
C0029882|C0005059
C0029882|C0007537
C0029882|C0007561
C0029882|C0007716
C0029882|C0038675
C0029882|C0038689
C0029882|C0038745
C0029882|C0038746
C0029882|C0052796
C0029882|C0053882
C0029882|C0055011
C0029882|C0055014
C0029882|C0055856
C0029882|C0055860
C0029882|C0060400
C0029882|C0060405
C0029882|C0065295
C0029882|C0081437
C0029882|C0108938
C0029882|C0110038
C0029882|C0137997
C0029882|C0521900
C0029882|C0700527
C0029882|C0700553
C0029882|C0719220
C0029882|C0723509
C0029882|C0795582
C0029882|C0873024
C0029882|C0886592
C0029882|C0887551
C0029882|C0887581
C0029882|C0919352
C0029882|C2698292
C0029882|C2699131
C0029882|C2699143
C0029882|C2699162
C0029882|C2828282
C0029882|C3486462
C0029882|C3661490
C0029888|C0028902
C0029895|C0016294
C0029895|C0060494
C0029927|C0023610
C0029927|C0701918
C0029927|C0701919
C0029927|C2746305
C0029944|C0001275
C0029944|C0007955
C0029944|C0012695
C0029944|C0013618
C0029944|C0016293
C0029944|C0022046
C0029944|C0027360
C0029944|C0033602
C0029944|C0033603
C0029944|C0034504
C0029944|C0041984
C0029944|C0068377
C0029944|C0071808
C0029944|C0074722
C0029944|C0126774
C0029944|C0138210
C0029944|C0138211
C0029944|C0139449
C0029944|C0281351
C0029944|C0355800
C0029944|C0357217
C0029944|C0700607
C0029944|C0702256
C0029944|C0771297
C0029944|C0771747
C0029944|C0771789
C0029944|C0772096
C0029944|C1875875
C0029944|C3848556
C0029944|C4083129
C0030186|C0015121
C0030186|C0026234
C0030186|C0037507
C0030186|C0043603
C0030186|C0086268
C0030186|C0102118
C0030186|C0145942
C0030186|C0166025
C0030186|C0246719
C0030186|C0257685
C0030186|C0286030
C0030186|C0356588
C0030186|C0700482
C0030186|C0771311
C0030186|C2700334
C0030186|C3255771
C0030186|C3500827
C0030186|C3500828
C0030186|C3714572
C0030186|C4316864
C0030193|C0000970
C0030193|C0002600
C0030193|C0003420
C0030193|C0004057
C0030193|C0006405
C0030193|C0006466
C0030193|C0006491
C0030193|C0006809
C0030193|C0006863
C0030193|C0007248
C0030193|C0007300
C0030193|C0008280
C0030193|C0008296
C0030193|C0008846
C0030193|C0009010
C0030193|C0009170
C0030193|C0009214
C0030193|C0009217
C0030193|C0011685
C0030193|C0012050
C0030193|C0012228
C0030193|C0013085
C0030193|C0013136
C0030193|C0014994
C0030193|C0015058
C0030193|C0015131
C0030193|C0015837
C0030193|C0015846
C0030193|C0020196
C0030193|C0020934
C0030193|C0021246
C0030193|C0022614
C0030193|C0023586
C0030193|C0023660
C0030193|C0024778
C0030193|C0025368
C0030193|C0025376
C0030193|C0025384
C0030193|C0025659
C0030193|C0025678
C0030193|C0026259
C0030193|C0028420
C0030193|C0029112
C0030193|C0029309
C0030193|C0029310
C0030193|C0030073
C0030193|C0030873
C0030193|C0031364
C0030193|C0031379
C0030193|C0033124
C0030193|C0033218
C0030193|C0033405
C0030193|C0033487
C0030193|C0033493
C0030193|C0033495
C0030193|C0036071
C0030193|C0039629
C0030193|C0040610
C0030193|C0040989
C0030193|C0041249
C0030193|C0055443
C0030193|C0055467
C0030193|C0055573
C0030193|C0056732
C0030193|C0057626
C0030193|C0058056
C0030193|C0059725
C0030193|C0059865
C0030193|C0063252
C0030193|C0064326
C0030193|C0068334
C0030193|C0070570
C0030193|C0071810
C0030193|C0073631
C0030193|C0073983
C0030193|C0073999
C0030193|C0074414
C0030193|C0076829
C0030193|C0077039
C0030193|C0077376
C0030193|C0078569
C0030193|C0087000
C0030193|C0113293
C0030193|C0125988
C0030193|C0126789
C0030193|C0132182
C0030193|C0143993
C0030193|C0147008
C0030193|C0162792
C0030193|C0163055
C0030193|C0242451
C0030193|C0246631
C0030193|C0282107
C0030193|C0282108
C0030193|C0282275
C0030193|C0282849
C0030193|C0304352
C0030193|C0304368
C0030193|C0304375
C0030193|C0304376
C0030193|C0304456
C0030193|C0304532
C0030193|C0353148
C0030193|C0355564
C0030193|C0355587
C0030193|C0358490
C0030193|C0546864
C0030193|C0546869
C0030193|C0546876
C0030193|C0589978
C0030193|C0596008
C0030193|C0607673
C0030193|C0699481
C0030193|C0700455
C0030193|C0700458
C0030193|C0700459
C0030193|C0700523
C0030193|C0700525
C0030193|C0700529
C0030193|C0700535
C0030193|C0700541
C0030193|C0700542
C0030193|C0700554
C0030193|C0700555
C0030193|C0701445
C0030193|C0724655
C0030193|C0752310
C0030193|C0770382
C0030193|C0770426
C0030193|C0770435
C0030193|C0770882
C0030193|C0771200
C0030193|C0771376
C0030193|C0771490
C0030193|C0771589
C0030193|C0771827
C0030193|C0772039
C0030193|C0772132
C0030193|C0772258
C0030193|C0772333
C0030193|C0813196
C0030193|C0873118
C0030193|C0873119
C0030193|C0887323
C0030193|C0919292
C0030193|C0981808
C0030193|C0982211
C0030193|C0982361
C0030193|C1321982
C0030193|C1608295
C0030193|C1714006
C0030193|C2001271
C0030193|C2350089
C0030193|C2710874
C0030193|C2756728
C0030193|C2948081
C0030193|C3848586
C0030193|C4018667
C0030193|C4026559
C0030193|C4293264
C0030193|C4555905
C0030193|C4684927
C0030193|C5455727
C0030200|C0004609
C0030200|C0009014
C0030200|C0025605
C0030200|C0026549
C0030200|C0066814
C0030200|C0070108
C0030200|C0546860
C0030200|C0721688
C0030200|C0770901
C0030200|C0770945
C0030201|C0006400
C0030201|C0012306
C0030201|C0015120
C0030201|C0020264
C0030201|C0020740
C0030201|C0027348
C0030201|C0030049
C0030201|C0054094
C0030201|C0073571
C0030201|C0074814
C0030201|C0107211
C0030201|C0282274
C0030201|C0546868
C0030201|C0600099
C0030201|C0606954
C0030201|C0700533
C0030201|C0724598
C0030201|C0733377
C0030201|C0771826
C0030201|C0772260
C0030201|C0887187
C0030201|C0887621
C0030201|C0982200
C0030201|C1654782
C0030201|C1882959
C0030201|C3555514
C0030201|C5200988
C0030297|C0002475
C0030297|C0016360
C0030297|C0020823
C0030297|C0028833
C0030297|C0039286
C0030297|C0079589
C0030297|C0123931
C0030297|C0246415
C0030297|C0546861
C0030297|C0594375
C0030297|C0724649
C0030297|C0771375
C0030297|C1176020
C0030297|C1700685
C0030297|C3272344
C0030305|C0025624
C0030305|C0033447
C0030305|C0033448
C0030305|C0304423
C0030319|C0002333
C0030319|C0009010
C0030319|C0009011
C0030319|C0012010
C0030319|C0016365
C0030319|C0020934
C0030319|C0024778
C0030319|C0033497
C0030319|C0039468
C0030319|C0070122
C0030319|C0074393
C0030319|C0085228
C0030319|C0168387
C0030319|C0168388
C0030319|C0282107
C0030319|C0282321
C0030319|C0304368
C0030319|C0589978
C0030319|C0600526
C0030319|C0700455
C0030319|C0700473
C0030319|C0733380
C0030319|C0771019
C0030319|C0771589
C0030319|C0886642
C0030319|C1365510
C0030319|C3495450
C0030354|C0032333
C0030409|C0002679
C0030409|C0022625
C0030409|C0064113
C0030409|C0338196
C0030409|C1145701
C0030421|C0524959
C0030499|C0060477
C0030499|C3536845
C0030521|C1260199
C0030521|C1337242
C0030567|C0002403
C0030567|C0002404
C0030567|C0003596
C0030567|C0003830
C0030567|C0005098
C0030567|C0005578
C0030567|C0006230
C0030567|C0006982
C0030567|C0008221
C0030567|C0012290
C0030567|C0015042
C0030567|C0023570
C0030567|C0024349
C0030567|C0031007
C0030567|C0031008
C0030567|C0031979
C0030567|C0036579
C0030567|C0041009
C0030567|C0053156
C0030567|C0053663
C0030567|C0054120
C0030567|C0054202
C0030567|C0055373
C0030567|C0065538
C0030567|C0074710
C0030567|C0077388
C0030567|C0086160
C0030567|C0107994
C0030567|C0165921
C0030567|C0237406
C0030567|C0244821
C0030567|C0246330
C0030567|C0304299
C0030567|C0304411
C0030567|C0525678
C0030567|C0546852
C0030567|C0673470
C0030567|C0700467
C0030567|C0771440
C0030567|C0771647
C0030567|C0771840
C0030567|C0772054
C0030567|C0772217
C0030567|C0936072
C0030567|C1098261
C0030567|C1615645
C0030567|C1700683
C0030567|C1722267
C0030567|C1881339
C0030567|C2607621
C0030567|C2933912
C0030567|C3642425
C0030568|C0036442
C0030568|C0036444
C0030569|C0002403
C0030569|C0002404
C0030569|C0936072
C0030636|C0030827
C0030636|C0030829
C0030636|C0030830
C0030636|C0030840
C0030636|C0037540
C0030636|C0053155
C0030636|C0700462
C0030636|C0700553
C0030636|C0771798
C0030756|C0005038
C0030756|C0005100
C0030756|C0022322
C0030756|C0024547
C0030756|C0031962
C0030756|C0034245
C0030756|C0070455
C0030756|C0961781
C0030756|C3536707
C0030760|C4519258
C0030783|C0027996
C0030783|C0028027
C0030783|C0039840
C0030783|C0039844
C0030783|C0039848
C0030783|C0068724
C0030783|C0076404
C0030783|C0770309
C0030783|C0772043
C0030783|C0772153
C0030783|C0991853
C0030790|C0007561
C0030790|C0020933
C0030790|C0031955
C0030790|C0700463
C0030790|C0700527
C0030790|C0886855
C0030790|C1120106
C0030790|C1170745
C0030790|C1882383
C0030790|C4511278
C0030805|C0038710
C0030807|C0004320
C0030807|C0008269
C0030807|C0010137
C0030807|C0011777
C0030807|C0011779
C0030807|C0018033
C0030807|C0025815
C0030807|C0032950
C0030807|C0032952
C0030807|C0040864
C0030807|C0040866
C0030807|C0040867
C0030807|C0055447
C0030807|C0056391
C0030807|C0057598
C0030807|C0057603
C0030807|C0066430
C0030807|C0071839
C0030807|C0071842
C0030807|C0071844
C0030807|C0077004
C0030807|C0113286
C0030807|C0138273
C0030807|C0138274
C0030807|C0174938
C0030807|C0543464
C0030807|C0600901
C0030807|C0700447
C0030807|C0700546
C0030807|C0770565
C0030807|C0889299
C0030807|C1383389
C0030807|C1658209
C0030848|C0009053
C0030920|C0004261
C0030920|C0017890
C0030920|C0017970
C0030920|C0022233
C0030920|C0031978
C0030920|C0033447
C0030920|C0033448
C0030920|C0051923
C0030920|C0055877
C0030920|C0065533
C0030920|C0110059
C0030920|C0127550
C0030920|C0141756
C0030920|C0286382
C0030920|C0301369
C0030920|C0301373
C0030920|C0301374
C0030920|C0304422
C0030920|C0360172
C0030920|C0596004
C0030920|C0770946
C0030920|C0812468
C0030920|C0949322
C0030920|C3661459
C0031046|C0030827
C0031046|C0030829
C0031046|C0030830
C0031046|C0037540
C0031046|C0700462
C0031069|C0009262
C0031069|C0056096
C0031069|C2718773
C0031090|C0008196
C0031090|C0008197
C0031090|C0008199
C0031090|C0038143
C0031090|C0055361
C0031090|C0521947
C0031090|C3256380
C0031099|C0108342
C0031142|C0982057
C0031149|C0796392
C0031149|C2744440
C0031149|C4529301
C0031149|C5188106
C0031154|C0002679
C0031154|C0007554
C0031154|C0007555
C0031154|C0007557
C0031154|C0007561
C0031154|C0066005
C0031154|C0304925
C0031154|C0338196
C0031154|C0700445
C0031154|C0700446
C0031154|C0700471
C0031154|C0700527
C0031154|C0981817
C0031154|C0991769
C0031154|C1142738
C0031154|C1145701
C0031154|C1881787
C0031154|C4703827
C0031190|C0040373
C0031190|C0770500
C0031350|C0007537
C0031350|C0007538
C0031350|C0007562
C0031350|C0007716
C0031350|C0018305
C0031350|C0053882
C0031350|C0055011
C0031350|C0055015
C0031350|C0108938
C0031350|C0245519
C0031350|C0287573
C0031350|C0701852
C0031350|C0701889
C0031350|C0719220
C0031350|C0919352
C0031350|C1337140
C0031350|C1707321
C0031350|C2699131
C0031350|C2699132
C0031350|C2699143
C0031350|C2699162
C0031485|C0048897
C0031485|C1996349
C0031485|C4519229
C0031485|C4694429
C0031511|C0031441
C0031511|C0033497
C0031511|C0242430
C0031511|C0282321
C0031511|C0524959
C0031511|C0886584
C0031762|C0000473
C0031762|C0020336
C0031762|C0042839
C0031762|C0069803
C0031762|C0069937
C0031762|C0073109
C0031762|C0073115
C0031762|C0097513
C0031762|C0596007
C0031762|C0950387
C0031762|C4291322
C0032019|C0028833
C0032019|C0724649
C0032026|C0066101
C0032026|C0304371
C0032064|C0011276
C0032064|C0013090
C0032064|C0026186
C0032064|C0026187
C0032064|C0038425
C0032064|C0038426
C0032064|C0058731
C0032064|C0282125
C0032064|C0282155
C0032064|C0700451
C0032064|C0771947
C0032064|C2699808
C0032227|C0013090
C0032227|C0039267
C0032227|C0058731
C0032227|C0282155
C0032227|C0700451
C0032227|C0771947
C0032227|C2699808
C0032269|C0002680
C0032269|C0010523
C0032269|C0023726
C0032269|C0030827
C0032269|C0030829
C0032269|C0030830
C0032269|C0030840
C0032269|C0037540
C0032269|C0053155
C0032269|C0282052
C0032269|C0282219
C0032269|C0700443
C0032269|C0700462
C0032269|C0700553
C0032269|C0724526
C0032269|C0771798
C0032269|C0812398
C0032285|C0001047
C0032285|C0004599
C0032285|C0016277
C0032285|C0030054
C0032285|C0031955
C0032285|C0038633
C0032285|C0043483
C0032285|C0052585
C0032285|C0052882
C0032285|C0700463
C0032285|C0772506
C0032285|C0887741
C0032285|C1120106
C0032285|C1170745
C0032285|C1453642
C0032285|C1882383
C0032285|C2001525
C0032285|C2730005
C0032285|C2955460
C0032285|C3700999
C0032285|C3857933
C0032285|C4283417
C0032302|C0011276
C0032302|C0052796
C0032302|C0055856
C0032302|C0282125
C0032302|C0795582
C0032302|C0886592
C0032302|C2698292
C0032326|C0039267
C0032343|C0001047
C0032343|C0001275
C0032343|C0004259
C0032343|C0007955
C0032343|C0009148
C0032343|C0020316
C0032343|C0022046
C0032343|C0022251
C0032343|C0022252
C0032343|C0025746
C0032343|C0032831
C0032343|C0037688
C0032343|C0048504
C0032343|C0064079
C0032343|C0071808
C0032343|C0091724
C0032343|C0138210
C0032343|C0138211
C0032343|C0139449
C0032343|C0596005
C0032343|C0771561
C0032343|C0772506
C0032343|C0887741
C0032343|C2917342
C0032343|C3536843
C0032343|C3848531
C0032343|C3848556
C0032343|C3857933
C0032343|C4084176
C0032343|C4283417
C0032343|C5200996
C0032453|C0010980
C0032460|C0524639
C0032463|C0006463
C0032463|C0020402
C0032463|C0021735
C0032463|C0031965
C0032463|C0041920
C0032463|C0051809
C0032463|C0771907
C0032463|C2931926
C0032463|C3247907
C0032580|C0538927
C0032617|C0002502
C0032617|C0546849
C0032617|C0949217
C0032768|C0060926
C0032768|C0657912
C0032768|C2700226
C0032787|C0009077
C0032787|C0012093
C0032787|C0017725
C0032787|C0017734
C0032787|C0019134
C0032787|C0027324
C0032787|C0029983
C0032787|C0033405
C0032787|C0033602
C0032787|C0037496
C0032787|C0037513
C0032787|C0037531
C0032787|C0037536
C0032787|C0042313
C0032787|C0043031
C0032787|C0053154
C0032787|C0054452
C0032787|C0205992
C0032787|C0206232
C0032787|C0206460
C0032787|C0206461
C0032787|C0282378
C0032787|C0282471
C0032787|C0301383
C0032787|C0376218
C0032787|C0546876
C0032787|C0724579
C0032787|C0770546
C0032787|C0771246
C0032787|C0772132
C0032787|C0887422
C0032787|C0916062
C0032787|C0982057
C0032787|C0982192
C0032787|C0982292
C0032787|C0982361
C0032787|C1165353
C0032787|C1365493
C0032787|C1445698
C0032787|C1657537
C0032787|C1705480
C0032787|C1876722
C0032797|C0007047
C0032797|C0012288
C0032797|C0012289
C0032797|C0012290
C0032797|C0012291
C0032797|C0012294
C0032797|C0014704
C0032797|C0025760
C0032797|C0030095
C0032797|C0054721
C0032797|C0059514
C0032797|C0086158
C0032797|C0086159
C0032797|C0086160
C0032797|C0086248
C0032797|C0289432
C0032797|C0304712
C0032797|C0700532
C0032797|C0771983
C0032797|C4080270
C0032897|C0143083
C0032897|C0169964
C0032897|C1273043
C0032897|C1273044
C0032914|C0024480
C0032914|C0077857
C0032914|C1572489
C0032914|C3255944
C0032914|C4741891
C0032964|C0022092
C0032964|C0060228
C0032964|C0060231
C0032964|C0060240
C0032964|C0060241
C0032964|C0060276
C0032964|C0060277
C0032964|C0060282
C0032964|C0302583
C0032964|C0357080
C0032964|C0770198
C0032964|C0772002
C0032964|C0873006
C0032964|C0875947
C0032964|C0876769
C0032965|C0002680
C0032965|C0007555
C0032965|C0007557
C0032965|C0282052
C0032965|C0700443
C0032965|C0700446
C0032965|C0700471
C0032965|C0724526
C0032965|C0812398
C0032987|C0026088
C0033046|C0020740
C0033046|C0025152
C0033046|C0074814
C0033046|C0135166
C0033046|C0887187
C0033246|C0127615
C0033247|C0007561
C0033247|C0700527
C0033575|C0301383
C0033578|C0002555
C0033578|C0008275
C0033578|C0008838
C0033578|C0012203
C0033578|C0014912
C0033578|C0014921
C0033578|C0014922
C0033578|C0014938
C0033578|C0014939
C0033578|C0014942
C0033578|C0015011
C0033578|C0015133
C0033578|C0016384
C0033578|C0020402
C0033578|C0026259
C0033578|C0034410
C0033578|C0059610
C0033578|C0059623
C0033578|C0059874
C0033578|C0060389
C0033578|C0060692
C0033578|C0068771
C0033578|C0071553
C0033578|C0071554
C0033578|C0077275
C0033578|C0085272
