CUI1|CUI2
C0014836|C3661457
C0014836|C3661490
C0014836|C3848583
C0014836|C3852726
C0014836|C3854019
C0014836|C3872026
C0014836|C3892871
C0014836|C4478126
C0014836|C4490163
C0014836|C4551111
C0014836|C4719452
C0014849|C0033497
C0014849|C0037530
C0014849|C0037556
C0014849|C0059699
C0014849|C0282321
C0014849|C1705480
C0014852|C0023660
C0014852|C0546869
C0014852|C2756728
C0014859|C0008838
C0014859|C0025677
C0014859|C0079083
C0014859|C0949359
C0014863|C0017887
C0014863|C0022251
C0014863|C0022252
C0014863|C0064079
C0014863|C0091724
C0014867|C0059696
C0014867|C0771466
C0014867|C2825383
C0014868|C0028978
C0014868|C0038633
C0014868|C0050940
C0014868|C0081876
C0014868|C0771315
C0014868|C0771765
C0014868|C0771929
C0014868|C0795650
C0014868|C0937622
C0014868|C0937846
C0014868|C1337241
C0014868|C3540733
C0014868|C3700999
C0014868|C3883231
C0014869|C0002371
C0014869|C0002372
C0014869|C0006681
C0014869|C0006700
C0014869|C0008783
C0014869|C0015620
C0014869|C0024476
C0014869|C0034665
C0014869|C0052993
C0014869|C0058135
C0014869|C0085154
C0014869|C0108111
C0014869|C0139919
C0014869|C0282045
C0014869|C0301464
C0014869|C0304539
C0014869|C0700466
C0014869|C2348248
C0014869|C4282572
C0014877|C0013530
C0014877|C0301366
C0015379|C0020197
C0015379|C0031448
C0015379|C0733398
C0015379|C1577331
C0015379|C1615665
C0015379|C1720035
C0015379|C4764383
C0015379|C5383290
C0015379|C5389886
C0015393|C0078794
C0015393|C0772384
C0015393|C1274086
C0015393|C2700331
C0015404|C0001714
C0015404|C0004599
C0015404|C0008168
C0015404|C0014806
C0015404|C0014809
C0015404|C0014810
C0015404|C0014813
C0015404|C0018165
C0015404|C0027519
C0015404|C0032535
C0015404|C0032856
C0015404|C0039644
C0015404|C0040341
C0015404|C0041041
C0015404|C0043483
C0015404|C0052882
C0015404|C0055337
C0015404|C0055338
C0015404|C0055339
C0015404|C0059561
C0015404|C0059562
C0015404|C0059566
C0015404|C0109354
C0015404|C0282386
C0015404|C0521901
C0015404|C0546866
C0015404|C0546879
C0015404|C0724713
C0015404|C0771053
C0015404|C0772169
C0015404|C0772198
C0015404|C0872914
C0015404|C1655449
C0015404|C2826073
C0015404|C2826352
C0015404|C3257022
C0015404|C3661457
C0015404|C3854019
C0015405|C0027444
C0015407|C0032856
C0015407|C1655449
C0015407|C2826073
C0015407|C2826352
C0015407|C3257022
C0015456|C0005308
C0015456|C0005310
C0015456|C0005311
C0015456|C0008992
C0015456|C0011705
C0015456|C0011707
C0015456|C0016298
C0015456|C0016299
C0015456|C0016374
C0015456|C0018513
C0015456|C0020268
C0015456|C0040845
C0015456|C0040864
C0015456|C0040866
C0015456|C0040867
C0015456|C0051113
C0015456|C0051556
C0015456|C0053523
C0015456|C0055895
C0015456|C0055899
C0015456|C0055900
C0015456|C0056387
C0015456|C0057992
C0015456|C0060507
C0015456|C0063076
C0015456|C0063077
C0015456|C0063079
C0015456|C0064582
C0015456|C0066700
C0015456|C0071836
C0015456|C0077004
C0015456|C0082787
C0015456|C0082944
C0015456|C0098735
C0015456|C0304612
C0015456|C0352536
C0015456|C0360534
C0015456|C0360564
C0015456|C0594488
C0015456|C0612688
C0015456|C0700603
C0015456|C0718926
C0015456|C0724711
C0015456|C0750848
C0015456|C0770559
C0015456|C0770560
C0015468|C0058831
C0015468|C0304455
C0015469|C0036442
C0015469|C0036444
C0015503|C0015502
C0015503|C0015506
C0015503|C0534191
C0015503|C0700346
C0015503|C0724529
C0015503|C0795577
C0015503|C0966500
C0015503|C1307126
C0015503|C2732002
C0015503|C2826076
C0015503|C2826077
C0015503|C3529563
C0015503|C3859426
C0015503|C4064080
C0015503|C4083872
C0015503|C4257011
C0015503|C5234188
C0015558|C0796392
C0015558|C2744440
C0015558|C4529301
C0015558|C5188106
C0015652|C0077071
C0015655|C0013974
C0015655|C0282162
C0015672|C0006644
C0015672|C0034392
C0015672|C0054436
C0015672|C0066677
C0015672|C0771352
C0015672|C1095916
C0015672|C1119918
C0015674|C0016157
C0015674|C0041536
C0015674|C0078569
C0015674|C0771200
C0015676|C0031617
C0015927|C0007047
C0015927|C0012472
C0015927|C0054721
C0015967|C0000970
C0015967|C0004057
C0015967|C0007559
C0015967|C0008809
C0015967|C0020740
C0015967|C0025152
C0015967|C0027396
C0015967|C0031364
C0015967|C0036071
C0015967|C0055003
C0015967|C0066005
C0015967|C0073983
C0015967|C0073999
C0015967|C0074814
C0015967|C0126789
C0015967|C0282104
C0015967|C0376266
C0015967|C0546873
C0015967|C0724548
C0015967|C0770649
C0015967|C0771046
C0015967|C0771284
C0015967|C0887187
C0015967|C0981808
C0015967|C1881787
C0015967|C2983899
C0016034|C0010961
C0016053|C0657912
C0016057|C0010927
C0016059|C0543464
C0016167|C0005059
C0016167|C0006050
C0016167|C0017887
C0016167|C0031469
C0016167|C0031470
C0016167|C0071810
C0016167|C0147008
C0016167|C0304428
C0016167|C0724660
C0016167|C0887581
C0016167|C2719424
C0016167|C2719767
C0016167|C2930113
C0016167|C4759195
C0016199|C0524684
C0016204|C0001275
C0016204|C0007955
C0016204|C0037138
C0016204|C0936126
C0016204|C1178580
C0016204|C2948222
C0016412|C0016410
C0016412|C0023413
C0016412|C0304894
C0016412|C0731033
C0016412|C2825462
C0016412|C2828271
C0016412|C2939773
C0016412|C3855806
C0016412|C3859156
C0016436|C0021978
C0016470|C0012694
C0016470|C0031453
C0016470|C0034392
C0016470|C0086073
C0016470|C0772277
C0016509|C0005308
C0016509|C0005310
C0016509|C0005311
C0016509|C0008992
C0016509|C0011705
C0016509|C0011707
C0016509|C0016298
C0016509|C0016299
C0016509|C0016374
C0016509|C0018513
C0016509|C0020268
C0016509|C0040864
C0016509|C0040866
C0016509|C0040867
C0016509|C0051113
C0016509|C0051556
C0016509|C0053523
C0016509|C0055895
C0016509|C0055899
C0016509|C0055900
C0016509|C0056387
C0016509|C0057992
C0016509|C0060507
C0016509|C0063076
C0016509|C0063077
C0016509|C0063079
C0016509|C0063953
C0016509|C0066700
C0016509|C0071836
C0016509|C0077004
C0016509|C0082787
C0016509|C0082944
C0016509|C0098735
C0016509|C0304612
C0016509|C0352536
C0016509|C0360534
C0016509|C0360564
C0016509|C0594488
C0016509|C0612688
C0016509|C0700489
C0016509|C0700603
C0016509|C0718926
C0016509|C0750848
C0016509|C0770559
C0016509|C0770560
C0016736|C0995182
C0016879|C0007554
C0016879|C0007555
C0016879|C0700445
C0016879|C0700471
C0017086|C0030054
C0017086|C0030899
C0017152|C0022233
C0017152|C0025624
C0017152|C0038633
C0017152|C0301373
C0017152|C0304423
C0017152|C0939876
C0017152|C3700999
C0017160|C0014806
C0017160|C0014809
C0017160|C0014810
C0017160|C0014813
C0017160|C0022233
C0017160|C0059561
C0017160|C0059562
C0017160|C0059566
C0017160|C0301373
C0017160|C0772169
C0017168|C0002371
C0017168|C0002372
C0017168|C0006681
C0017168|C0008783
C0017168|C0015620
C0017168|C0022251
C0017168|C0022252
C0017168|C0024476
C0017168|C0025853
C0017168|C0028978
C0017168|C0034665
C0017168|C0050940
C0017168|C0052993
C0017168|C0053526
C0017168|C0058135
C0017168|C0064079
C0017168|C0065512
C0017168|C0065517
C0017168|C0065533
C0017168|C0072916
C0017168|C0074722
C0017168|C0081876
C0017168|C0085154
C0017168|C0091724
C0017168|C0106169
C0017168|C0108111
C0017168|C0139919
C0017168|C0282045
C0017168|C0301464
C0017168|C0304539
C0017168|C0378482
C0017168|C0700466
C0017168|C0724554
C0017168|C0732569
C0017168|C0771315
C0017168|C0771765
C0017168|C0771929
C0017168|C0795650
C0017168|C0887127
C0017168|C0887128
C0017168|C0937622
C0017168|C0937846
C0017168|C1337241
C0017168|C2348248
C0017168|C3540733
C0017168|C3883231
C0017168|C4282572
C0017178|C0001714
C0017178|C0004954
C0017178|C0022233
C0017178|C0030304
C0017178|C0032535
C0017178|C0301370
C0017178|C0301373
C0017178|C0982038
C0017181|C0002371
C0017181|C0002372
C0017181|C0006681
C0017181|C0024476
C0017181|C0052993
C0017181|C0058135
C0017181|C0065512
C0017181|C0108111
C0017181|C0282045
C0017181|C0301464
C0017181|C1705480
C0017181|C4282572
C0017185|C0013089
C0017185|C0546861
C0017185|C0728747
C0017185|C0939537
C0017185|C1522690
C0017185|C2935436
C0017185|C3272344
C0017185|C4541579
C0017185|C4726900
C0017185|C4741882
C0017185|C4758794
C0017185|C4764376
C0017185|C4765025
C0017185|C5187552
C0017185|C5222084
C0017185|C5390889
C0017205|C0010590
C0017205|C0102139
C0017205|C0291140
C0017205|C1321596
C0017205|C2919267
C0017205|C3272698
C0017205|C3272699
C0017205|C3273401
C0017411|C0007552
C0017411|C0065295
C0017411|C0733367
C0017531|C1609931
C0017536|C0001911
C0017536|C0016855
C0017536|C0025872
C0017536|C0034403
C0017536|C0040263
C0017536|C0068788
C0017536|C0282239
C0017536|C0282331
C0017536|C0353490
C0017574|C0038143
C0017574|C0108342
C0017574|C3256380
C0017601|C0000981
C0017601|C0006403
C0017601|C0006945
C0017601|C0009014
C0017601|C0012086
C0017601|C0013530
C0017601|C0022181
C0017601|C0031849
C0017601|C0065961
C0017601|C0071002
C0017601|C0301366
C0017601|C0304713
C0017601|C0357701
C0017601|C0546860
C0017601|C0772122
C0017601|C0772230
C0017605|C0013530
C0017605|C0025631
C0017605|C0031923
C0017605|C0057361
C0017605|C0351975
C0017605|C0360174
C0017605|C0770456
C0017612|C0001636
C0017612|C0005320
C0017612|C0006388
C0017612|C0007299
C0017612|C0013530
C0017612|C0014563
C0017612|C0025631
C0017612|C0031469
C0017612|C0031470
C0017612|C0040233
C0017612|C0041030
C0017612|C0058415
C0017612|C0059446
C0017612|C0059447
C0017612|C0077768
C0017612|C0087093
C0017612|C0090306
C0017612|C0165590
C0017612|C0304428
C0017612|C0525227
C0017612|C0527038
C0017612|C0543450
C0017612|C0543470
C0017612|C0673966
C0017612|C0700488
C0017612|C0700536
C0017612|C0724660
C0017612|C0724707
C0017612|C0733365
C0017612|C0771293
C0017612|C0772319
C0017612|C0876234
C0017612|C0937916
C0017612|C0937917
C0017612|C0982139
C0017612|C0982282
C0017612|C1171274
C0017612|C1451502
C0017612|C2983887
C0017612|C4535717
C0017612|C4535718
C0017636|C0007257
C0017636|C0076080
C0017636|C0796392
C0017636|C4529301
C0017636|C5188106
C0017658|C0008273
C0017658|C0008294
C0017658|C0020273
C0017658|C0025696
C0017658|C0032613
C0017658|C0304489
C0017668|C0010592
C0017668|C0771305
C0017668|C1577018
C0017921|C1695579
C0018021|C0025644
C0018021|C0033511
C0018021|C0040123
C0018021|C0040134
C0018021|C0040165
C0018021|C0041014
C0018021|C0079691
C0018021|C0546882
C0018021|C1118156
C0018021|C3538368
C0018081|C0001268
C0018081|C0002680
C0018081|C0007554
C0018081|C0007555
C0018081|C0007557
C0018081|C0007560
C0018081|C0007561
C0018081|C0007562
C0018081|C0008809
C0018081|C0011276
C0018081|C0014310
C0018081|C0014806
C0018081|C0014809
C0018081|C0014810
C0018081|C0014813
C0018081|C0017449
C0018081|C0028365
C0018081|C0028902
C0018081|C0030092
C0018081|C0030771
C0018081|C0030827
C0018081|C0030829
C0018081|C0030830
C0018081|C0033209
C0018081|C0037540
C0018081|C0039644
C0018081|C0041165
C0018081|C0052865
C0018081|C0055011
C0018081|C0055015
C0018081|C0059561
C0018081|C0059562
C0018081|C0059566
C0018081|C0060400
C0018081|C0108938
C0018081|C0282052
C0018081|C0282104
C0018081|C0282125
C0018081|C0282277
C0018081|C0282391
C0018081|C0379881
C0018081|C0521901
C0018081|C0536495
C0018081|C0540776
C0018081|C0546879
C0018081|C0700443
C0018081|C0700445
C0018081|C0700446
C0018081|C0700462
C0018081|C0700471
C0018081|C0700527
C0018081|C0700553
C0018081|C0701852
C0018081|C0724517
C0018081|C0724526
C0018081|C0724715
C0018081|C0753645
C0018081|C0754517
C0018081|C0771046
C0018081|C0772169
C0018081|C0772198
C0018081|C0812398
C0018081|C0877836
C0018081|C0887052
C0018081|C0887525
C0018081|C1122338
C0018081|C2698682
C0018081|C2726834
C0018081|C3661490
C0018081|C3848583
C0018081|C4478126
C0018081|C4551111
C0018099|C0002144
C0018099|C0004057
C0018099|C0009262
C0018099|C0020740
C0018099|C0025041
C0018099|C0027396
C0018099|C0033209
C0018099|C0038742
C0018099|C0056096
C0018099|C0074814
C0018099|C0249529
C0018099|C0278766
C0018099|C0546873
C0018099|C0887187
C0018099|C0981808
C0018099|C1289957
C0018099|C2350656
C0018128|C0042071
C0018128|C0055729
C0018133|C0025815
C0018133|C0026933
C0018133|C0032952
C0018133|C0039736
C0018133|C0066430
C0018133|C0085149
C0018133|C0085379
C0018133|C0174938
C0018133|C0209368
C0018133|C0600901
C0018133|C0663182
C0018133|C0700546
C0018133|C0771204
C0018133|C0772450
C0018133|C0883242
C0018133|C1337395
C0018133|C1576966
C0018133|C4224790
C0018188|C0037129
C0018190|C0013090
C0018190|C0038425
C0018190|C0038426
C0018190|C0039644
C0018190|C0058731
C0018190|C0282155
C0018190|C0521901
C0018190|C0546879
C0018190|C0700451
C0018190|C0771947
C0018190|C0772198
C0018190|C2699808
C0018273|C0029995
C0018378|C0085297
C0018418|C0039286
C0018418|C0079589
C0018482|C0001714
C0018482|C0002680
C0018482|C0004499
C0018482|C0007537
C0018482|C0007541
C0018482|C0007552
C0018482|C0007554
C0018482|C0007555
C0018482|C0007557
C0018482|C0007559
C0018482|C0007560
C0018482|C0007562
C0018482|C0007716
C0018482|C0008168
C0018482|C0008809
C0018482|C0010523
C0018482|C0014310
C0018482|C0025893
C0018482|C0028365
C0018482|C0028902
C0018482|C0032535
C0018482|C0035608
C0018482|C0052585
C0018482|C0052796
C0018482|C0052865
C0018482|C0053882
C0018482|C0054995
C0018482|C0055003
C0018482|C0055008
C0018482|C0055011
C0018482|C0055014
C0018482|C0055015
C0018482|C0055337
C0018482|C0055338
C0018482|C0055339
C0018482|C0055856
C0018482|C0055860
C0018482|C0058445
C0018482|C0060400
C0018482|C0060405
C0018482|C0108938
C0018482|C0109354
C0018482|C0110038
C0018482|C0137997
C0018482|C0245519
C0018482|C0282052
C0018482|C0282104
C0018482|C0282242
C0018482|C0282386
C0018482|C0282391
C0018482|C0287573
C0018482|C0379881
C0018482|C0536495
C0018482|C0540776
C0018482|C0700443
C0018482|C0700445
C0018482|C0700446
C0018482|C0700471
C0018482|C0701436
C0018482|C0701852
C0018482|C0719220
C0018482|C0724517
C0018482|C0724526
C0018482|C0724548
C0018482|C0724715
C0018482|C0733367
C0018482|C0753645
C0018482|C0754517
C0018482|C0770649
C0018482|C0771046
C0018482|C0771284
C0018482|C0795582
C0018482|C0812398
C0018482|C0873024
C0018482|C0886592
C0018482|C0919352
C0018482|C1120106
C0018482|C1122338
C0018482|C1170745
C0018482|C1260298
C0018482|C2001521
C0018482|C2698292
C0018482|C2699131
C0018482|C2699143
C0018482|C2699162
C0018482|C2983899
C0018482|C3486462
C0018482|C3661457
C0018482|C3661490
C0018482|C3848583
C0018482|C4478126
C0018482|C4551111
C0018524|C1722267
C0018524|C2607621
C0018567|C0005308
C0018567|C0005310
C0018567|C0005311
C0018567|C0008992
C0018567|C0011705
C0018567|C0011707
C0018567|C0016298
C0018567|C0016299
C0018567|C0016374
C0018567|C0018513
C0018567|C0020268
C0018567|C0040864
C0018567|C0040866
C0018567|C0040867
C0018567|C0051113
C0018567|C0051556
C0018567|C0053523
C0018567|C0055895
C0018567|C0055899
C0018567|C0055900
C0018567|C0056387
C0018567|C0057992
C0018567|C0060507
C0018567|C0063076
C0018567|C0063077
C0018567|C0063079
C0018567|C0066700
C0018567|C0071836
C0018567|C0077004
C0018567|C0082787
C0018567|C0082944
C0018567|C0098735
C0018567|C0304612
C0018567|C0352536
C0018567|C0360534
C0018567|C0360564
C0018567|C0594488
C0018567|C0612688
C0018567|C0700603
C0018567|C0718926
C0018567|C0750848
C0018567|C0770559
C0018567|C0770560
C0018621|C0019588
C0018621|C0034282
C0018621|C0052759
C0018621|C0057606
C0018621|C0062740
C0018621|C0065972
C0018621|C0085173
C0018621|C0137440
C0018621|C0149304
C0018621|C0282330
C0018621|C0543456
C0018621|C0724679
C0018621|C0907850
C0018621|C0908935
C0018621|C1166177
C0018621|C1170742
C0018621|C1174893
C0018621|C1321643
C0018671|C0016360
C0018671|C0020402
C0018671|C0031923
C0018671|C0042670
C0018671|C0042671
C0018671|C0246415
C0018671|C0351975
C0018671|C0770456
C0018671|C0771375
C0018674|C0301383
C0018681|C0000973
C0018681|C0001041
C0018681|C0004954
C0018681|C0013092
C0018681|C0025386
C0018681|C0027396
C0018681|C0028403
C0018681|C0031453
C0018681|C0034392
C0018681|C0054234
C0018681|C0055389
C0018681|C0058733
C0018681|C0142805
C0018681|C0301370
C0018681|C0546873
C0018681|C0772277
C0018681|C0982038
C0018681|C4084597
C0018790|C0001636
C0018790|C0004259
C0018790|C0006686
C0018790|C0006699
C0018790|C0014563
C0018790|C0022245
C0018790|C0059446
C0018790|C0059447
C0018790|C0074722
C0018790|C0108111
C0018790|C0282210
C0018790|C0282211
C0018790|C0596005
C0018790|C0700536
C0018790|C0724543
C0018790|C0982139
C0018790|C1657077
C0018790|C3645709
C0018794|C0001636
C0018794|C0013030
C0018794|C0014563
C0018794|C0059446
C0018794|C0059447
C0018794|C0282151
C0018794|C0700536
C0018794|C0982139
C0018801|C0002502
C0018801|C0002697
C0018801|C0004147
C0018801|C0004975
C0018801|C0006376
C0018801|C0006938
C0018801|C0008273
C0018801|C0008294
C0018801|C0011689
C0018801|C0012258
C0018801|C0012265
C0018801|C0014025
C0018801|C0014027
C0018801|C0014962
C0018801|C0014963
C0018801|C0016860
C0018801|C0017887
C0018801|C0020223
C0018801|C0020261
C0018801|C0020273
C0018801|C0021186
C0018801|C0022251
C0018801|C0022252
C0018801|C0022860
C0018801|C0025696
C0018801|C0025854
C0018801|C0025859
C0018801|C0027302
C0018801|C0032613
C0018801|C0033497
C0018801|C0037533
C0018801|C0037982
C0018801|C0040233
C0018801|C0040899
C0018801|C0041536
C0018801|C0053091
C0018801|C0053245
C0018801|C0053799
C0018801|C0054836
C0018801|C0055723
C0018801|C0056831
C0018801|C0060180
C0018801|C0060470
C0018801|C0064079
C0018801|C0065374
C0018801|C0066685
C0018801|C0070426
C0018801|C0072857
C0018801|C0072973
C0018801|C0075007
C0018801|C0076840
C0018801|C0076891
C0018801|C0087093
C0018801|C0091724
C0018801|C0105523
C0018801|C0116569
C0018801|C0118168
C0018801|C0126174
C0018801|C0128513
C0018801|C0136123
C0018801|C0143083
C0018801|C0164608
C0018801|C0169964
C0018801|C0216784
C0018801|C0244718
C0018801|C0248719
C0018801|C0257190
C0018801|C0282198
C0018801|C0282321
C0018801|C0287041
C0018801|C0304489
C0018801|C0304520
C0018801|C0304521
C0018801|C0350132
C0018801|C0386393
C0018801|C0527379
C0018801|C0543473
C0018801|C0546849
C0018801|C0600487
C0018801|C0699440
C0018801|C0700452
C0018801|C0700481
C0018801|C0700492
C0018801|C0700548
C0018801|C0700606
C0018801|C0717550
C0018801|C0724633
C0018801|C0724707
C0018801|C0733440
C0018801|C0770917
C0018801|C0770920
C0018801|C0771294
C0018801|C0772203
C0018801|C0886809
C0018801|C0949217
C0018801|C1098320
C0018801|C1273043
C0018801|C1273044
C0018801|C1685365
C0018801|C1725449
C0018801|C1815010
C0018801|C2827257
C0018801|C2983887
C0018802|C0123043
C0018802|C0938482
C0018834|C0002371
C0018834|C0002372
C0018834|C0006681
C0018834|C0008783
C0018834|C0015620
C0018834|C0024476
C0018834|C0028978
C0018834|C0052993
C0018834|C0058135
C0018834|C0065512
C0018834|C0065517
C0018834|C0065533
C0018834|C0074722
C0018834|C0081876
C0018834|C0085154
C0018834|C0108111
C0018834|C0282045
C0018834|C0301464
C0018834|C0304539
C0018834|C0378482
C0018834|C0732569
C0018834|C0771315
C0018834|C0771765
C0018834|C0771929
C0018834|C0795650
C0018834|C0937622
C0018834|C0937846
C0018834|C1337241
C0018834|C2346927
C0018834|C2348248
C0018834|C3540733
C0018834|C3883231
C0018834|C4282572
C0018889|C0001911
C0018889|C0025023
C0018889|C0028017
C0018889|C0029994
C0018889|C0032911
C0018889|C0039832
C0018889|C3536838
C0018916|C0021734
C0018916|C0021735
C0018916|C0021741
C0018916|C0164613
C0018916|C0244714
C0018916|C0391001
C0018916|C0796545
C0018916|C0982233
C0018939|C0025815
C0018939|C0066430
C0018939|C0174938
C0018939|C0600901
C0018939|C0700546
C0018995|C0011145
C0018995|C0011148
C0019050|C1541483
C0019069|C0015502
C0019069|C0015506
C0019069|C0534191
C0019069|C0700346
C0019069|C0724529
C0019069|C0795577
C0019069|C0966500
C0019069|C0982025
C0019069|C1307126
C0019069|C2732002
C0019069|C2826076
C0019069|C2826077
C0019069|C3529563
C0019069|C3859426
C0019069|C4064080
C0019069|C4083872
C0019069|C4257011
C0019069|C4278463
C0019069|C4534627
C0019069|C4723218
C0019069|C4723219
C0019069|C5234188
C0019080|C0000294
C0019080|C0000608
C0019080|C0003641
C0019080|C0011701
C0019080|C0015505
C0019080|C0015506
C0019080|C0015518
C0019080|C0015528
C0019080|C0016006
C0019080|C0033602
C0019080|C0037129
C0019080|C0040018
C0019080|C0042971
C0019080|C0086135
C0019080|C0534191
C0019080|C0700346
C0019080|C0724529
C0019080|C0795575
C0019080|C0795577
C0019080|C0795677
C0019080|C0966500
C0019080|C0982025
C0019080|C0982156
C0019080|C1307126
C0019080|C1337342
C0019080|C2240523
C0019080|C2369149
C0019080|C2587184
C0019080|C2732002
C0019080|C2826078
C0019080|C2979805
C0019080|C3529563
C0019080|C3709760
C0019080|C3859426
C0019080|C4048712
C0019080|C4064080
C0019080|C4079904
C0019080|C4083872
C0019080|C4257011
